0,399,17,215,364,458
1,400,17,213,380,464
2,423,0,182,529,621
3,668,166,386,240,328
4,424,0,178,544,628
5,413,0,199,464,554
6,398,16,218,363,457
7,360,278,509,490,592
8,348,263,496,560,700
9,427,0,176,577,648
10,422,0,183,529,616
